,AD_MAG_1,AD_MAG_2,Similarity
10230,13A_III_BM_out.101.fa,AD138III_FD_BM_out.65.fa,97.787
10228,13A_III_BM_out.101.fa,AD148III_FD_BM_out.44.fa,98.513
10226,13A_III_BM_out.101.fa,AD152III_FD_BM_out.24.fa,98.5684
9773,13A_III_BM_out.103.fa,15A_II_BM_out.29.fa,97.3577
9776,13A_III_BM_out.103.fa,17A_III_BM_out.135.fa,96.8219
9774,13A_III_BM_out.103.fa,7A_III_BM_out.173.fa,97.3318
9772,13A_III_BM_out.103.fa,8A_II_BM_out.158.fa,97.8245
9775,13A_III_BM_out.103.fa,AD152III_FD_BM_out.99.fa,96.8569
8955,13A_III_BM_out.104.fa,6A_II_BM_out.93.fa,98.4478
8956,13A_III_BM_out.104.fa,7A_III_BM_out.129.fa,98.3314
8976,13A_III_BM_out.113.fa,15A_II_BM_out.147.fa,99.111
8975,13A_III_BM_out.113.fa,17A_III_BM_out.118.fa,99.1408
8973,13A_III_BM_out.113.fa,2AD61I_FD_BM_out.100.fa,99.5776
8978,13A_III_BM_out.113.fa,6A_II_BM_out.13.fa,98.1013
8977,13A_III_BM_out.113.fa,7A_III_BM_out.227.fa,98.5387
8979,13A_III_BM_out.113.fa,8A_II_BM_out.3.fa,96.1557
8974,13A_III_BM_out.113.fa,AD118III_FD_BM_out.70.fa,99.2856
8561,13A_III_BM_out.122.fa,15A_II_BM_out.143.fa,99.0908
8560,13A_III_BM_out.122.fa,17A_III_BM_out.161.fa,99.2728
8563,13A_III_BM_out.122.fa,6A_II_BM_out.139.fa,97.595
8562,13A_III_BM_out.122.fa,7A_III_BM_out.24.fa,97.7651
8021,13A_III_BM_out.124.fa,15A_II_BM_out.65.fa,98.7538
8020,13A_III_BM_out.124.fa,17A_III_BM_out.158.fa,98.8479
8017,13A_III_BM_out.124.fa,6A_II_BM_out.96.fa,99.2355
8016,13A_III_BM_out.124.fa,7A_III_BM_out.20.fa,99.41
8018,13A_III_BM_out.124.fa,8A_II_BM_out.126.fa,99.2238
8019,13A_III_BM_out.124.fa,9A_II_BM_out.37.fa,98.9915
7802,13A_III_BM_out.126.fa,15A_II_BM_out.102.fa,99.2272
7800,13A_III_BM_out.126.fa,17A_III_BM_out.132.fa,99.3137
7801,13A_III_BM_out.126.fa,6A_II_BM_out.163.fa,99.2471
7804,13A_III_BM_out.126.fa,7A_III_BM_out.17.fa,99.1048
7799,13A_III_BM_out.126.fa,8A_II_BM_out.111.fa,99.3524
7805,13A_III_BM_out.126.fa,AD128I_FD_BM_out.18.fa,98.7391
7803,13A_III_BM_out.126.fa,AD132III_FD_BM_out.57.fa,99.1113
8424,13A_III_BM_out.146.fa,17A_III_BM_out.232.fa,99.6508
8426,13A_III_BM_out.146.fa,2AD61I_FD_BM_out.91.fa,99.3241
8427,13A_III_BM_out.146.fa,7A_III_BM_out.58.fa,99.3192
8425,13A_III_BM_out.146.fa,8A_II_BM_out.174.fa,99.34
8423,13A_III_BM_out.146.fa,AD118III_FD_BM_out.59.fa,99.7061
8820,13A_III_BM_out.153.fa,15A_II_BM_out.79.fa,99.0823
8824,13A_III_BM_out.153.fa,17A_III_BM_out.163.fa,98.797
8819,13A_III_BM_out.153.fa,2AD61I_FD_BM_out.17.fa,99.1508
8813,13A_III_BM_out.153.fa,8A_II_BM_out.46.fa,99.4538
8821,13A_III_BM_out.153.fa,AD118III_FD_BM_out.143.fa,99.0795
8817,13A_III_BM_out.153.fa,AD121II_FD_BM_out.28.fa,99.2346
8816,13A_III_BM_out.153.fa,AD126III_FD_BM_out.35.fa,99.3147
8822,13A_III_BM_out.153.fa,AD128I_FD_BM_out.72.fa,99.0155
8815,13A_III_BM_out.153.fa,AD132III_FD_BM_out.121.fa,99.3987
8823,13A_III_BM_out.153.fa,AD138III_FD_BM_out.59.fa,99.0117
8814,13A_III_BM_out.153.fa,AD148III_FD_BM_out.116.fa,99.4508
8818,13A_III_BM_out.153.fa,AD152III_FD_BM_out.114.fa,99.1867
9406,13A_III_BM_out.158.fa,15A_II_BM_out.164.fa,98.598
9412,13A_III_BM_out.158.fa,2AD48II_FD_BM_out.62.fa,97.9535
9407,13A_III_BM_out.158.fa,6A_II_BM_out.103.fa,98.597
9411,13A_III_BM_out.158.fa,7A_III_BM_out.62.fa,98.3695
9409,13A_III_BM_out.158.fa,8A_II_BM_out.211.fa,98.4727
9408,13A_III_BM_out.158.fa,9A_II_BM_out.138.fa,98.5658
9405,13A_III_BM_out.158.fa,AD132III_FD_BM_out.63.fa,98.7014
9410,13A_III_BM_out.158.fa,AD152III_FD_BM_out.22.fa,98.3818
8857,13A_III_BM_out.195.fa,15A_II_BM_out.217.fa,99.8141
8855,13A_III_BM_out.195.fa,17A_III_BM_out.28.fa,99.8626
8852,13A_III_BM_out.195.fa,6A_II_BM_out.171.fa,99.8943
8854,13A_III_BM_out.195.fa,7A_III_BM_out.204.fa,99.8656
8853,13A_III_BM_out.195.fa,8A_II_BM_out.11.fa,99.87
8856,13A_III_BM_out.195.fa,9A_II_BM_out.184.fa,99.8595
8858,13A_III_BM_out.195.fa,AD118III_FD_BM_out.84.fa,99.6966
8859,13A_III_BM_out.195.fa,AD152III_FD_BM_out.15.fa,97.6961
9377,13A_III_BM_out.208.fa,15A_II_BM_out.26.fa,99.8922
9379,13A_III_BM_out.208.fa,17A_III_BM_out.167.fa,99.8304
9381,13A_III_BM_out.208.fa,6A_II_BM_out.30.fa,99.2554
9380,13A_III_BM_out.208.fa,7A_III_BM_out.22.fa,99.5894
9378,13A_III_BM_out.208.fa,9A_II_BM_out.45.fa,99.8775
8166,13A_III_BM_out.213.fa,15A_II_BM_out.115.fa,97.8907
8159,13A_III_BM_out.213.fa,2AD57I_FD_BM_out.51.fa,99.4246
8161,13A_III_BM_out.213.fa,6A_II_BM_out.58.fa,99.3284
8162,13A_III_BM_out.213.fa,7A_III_BM_out.78.fa,99.2896
8164,13A_III_BM_out.213.fa,8A_II_BM_out.104.fa,98.2081
8165,13A_III_BM_out.213.fa,9A_II_BM_out.158.fa,97.9581
8160,13A_III_BM_out.213.fa,AD118III_FD_BM_out.57.fa,99.3812
8163,13A_III_BM_out.213.fa,AD121II_FD_BM_out.41.fa,98.9889
8167,13A_III_BM_out.213.fa,AD138III_FD_BM_out.50.fa,97.6949
10036,13A_III_BM_out.221.fa,15A_II_BM_out.68.fa,98.6362
10033,13A_III_BM_out.221.fa,17A_III_BM_out.10.fa,99.2515
10034,13A_III_BM_out.221.fa,6A_II_BM_out.165.fa,98.9866
10035,13A_III_BM_out.221.fa,7A_III_BM_out.95.fa,98.832
10037,13A_III_BM_out.221.fa,8A_II_BM_out.76.fa,98.2287
10038,13A_III_BM_out.221.fa,AD118III_FD_BM_out.83.fa,98.1492
10039,13A_III_BM_out.221.fa,AD148III_FD_BM_out.94.fa,97.9342
9756,13A_III_BM_out.222.fa,17A_III_BM_out.255.fa,99.0644
9755,13A_III_BM_out.222.fa,AD118III_FD_BM_out.2.fa,99.3777
10179,13A_III_BM_out.35.fa,17A_III_BM_out.50.fa,99.0691
10180,13A_III_BM_out.35.fa,8A_II_BM_out.212.fa,98.3668
8760,13A_III_BM_out.38.fa,17A_III_BM_out.100.fa,98.6147
9935,13A_III_BM_out.51.fa,17A_III_BM_out.11.fa,99.8467
9939,13A_III_BM_out.51.fa,2AD43II_FD_BM_out.105.fa,98.7029
9938,13A_III_BM_out.51.fa,2AD48II_FD_BM_out.75.fa,98.929
9936,13A_III_BM_out.51.fa,9A_II_BM_out.71.fa,99.7244
9940,13A_III_BM_out.51.fa,AD118III_FD_BM_out.36.fa,98.6313
9937,13A_III_BM_out.51.fa,AD126III_FD_BM_out.23.fa,99.5823
8862,13A_III_BM_out.56.fa,17A_III_BM_out.85.fa,99.9037
8864,13A_III_BM_out.56.fa,2AD57I_FD_BM_out.17.fa,99.2432
8861,13A_III_BM_out.56.fa,6A_II_BM_out.130.fa,99.9115
8865,13A_III_BM_out.56.fa,AD118III_FD_BM_out.113.fa,99.2283
8863,13A_III_BM_out.56.fa,AD126III_FD_BM_out.87.fa,99.8379
8025,13A_III_BM_out.58.fa,15A_II_BM_out.49.fa,97.9669
8024,13A_III_BM_out.58.fa,17A_III_BM_out.246.fa,98.129
8026,13A_III_BM_out.58.fa,8A_II_BM_out.100.fa,96.1238
7919,13A_III_BM_out.62.fa,15A_II_BM_out.195.fa,97.9756
7920,13A_III_BM_out.62.fa,17A_III_BM_out.258.fa,97.9088
7923,13A_III_BM_out.62.fa,2AD43II_FD_BM_out.32.fa,97.6818
7917,13A_III_BM_out.62.fa,2AD57I_FD_BM_out.30.fa,98.0032
7915,13A_III_BM_out.62.fa,2AD61I_FD_BM_out.60.fa,98.0452
7918,13A_III_BM_out.62.fa,7A_III_BM_out.27.fa,97.9861
7912,13A_III_BM_out.62.fa,8A_II_BM_out.61.fa,98.2026
7914,13A_III_BM_out.62.fa,9A_II_BM_out.222.fa,98.1555
7922,13A_III_BM_out.62.fa,AD118III_FD_BM_out.3.fa,97.7023
7926,13A_III_BM_out.62.fa,AD126III_FD_BM_out.92.fa,96.9401
7921,13A_III_BM_out.62.fa,AD128I_FD_BM_out.45.fa,97.7109
7924,13A_III_BM_out.62.fa,AD132III_FD_BM_out.2.fa,97.5408
7913,13A_III_BM_out.62.fa,AD138III_FD_BM_out.5.fa,98.1917
7916,13A_III_BM_out.62.fa,AD143II_FD_BM_out.29.fa,98.0108
7925,13A_III_BM_out.62.fa,AD148III_FD_BM_out.91.fa,97.0527
9827,13A_III_BM_out.88.fa,7A_III_BM_out.48.fa,97.808
9826,13A_III_BM_out.88.fa,8A_II_BM_out.122.fa,98.5173
9825,13A_III_BM_out.88.fa,AD152III_FD_BM_out.80.fa,99.2412
8754,13A_III_BM_out.90.fa,15A_II_BM_out.76.fa,98.9622
8755,13A_III_BM_out.90.fa,17A_III_BM_out.48.fa,98.8233
8757,13A_III_BM_out.90.fa,8A_II_BM_out.214.fa,98.0394
8756,13A_III_BM_out.90.fa,9A_II_BM_out.16.fa,98.5223
8758,13A_III_BM_out.90.fa,AD118III_FD_BM_out.88.fa,97.8946
7444,13A_III_BM_out.94.fa,15A_II_BM_out.228.fa,99.9135
7453,13A_III_BM_out.94.fa,2AD43II_FD_BM_out.26.fa,99.7645
7450,13A_III_BM_out.94.fa,2AD48II_FD_BM_out.67.fa,99.8816
7448,13A_III_BM_out.94.fa,2AD57I_FD_BM_out.88.fa,99.895
7449,13A_III_BM_out.94.fa,2AD61I_FD_BM_out.14.fa,99.8925
7438,13A_III_BM_out.94.fa,6A_II_BM_out.164.fa,99.9588
7441,13A_III_BM_out.94.fa,7A_III_BM_out.238.fa,99.9443
7439,13A_III_BM_out.94.fa,8A_II_BM_out.32.fa,99.9549
7442,13A_III_BM_out.94.fa,9A_II_BM_out.201.fa,99.9349
7452,13A_III_BM_out.94.fa,AD118III_FD_BM_out.66.fa,99.8476
7443,13A_III_BM_out.94.fa,AD121II_FD_BM_out.19.fa,99.9184
7451,13A_III_BM_out.94.fa,AD126III_FD_BM_out.63.fa,99.8731
7440,13A_III_BM_out.94.fa,AD128I_FD_BM_out.49.fa,99.9503
7445,13A_III_BM_out.94.fa,AD132III_FD_BM_out.33.fa,99.9064
7447,13A_III_BM_out.94.fa,AD143II_FD_BM_out.12.fa,99.9011
7446,13A_III_BM_out.94.fa,AD148III_FD_BM_out.38.fa,99.9045
9013,13A_III_BM_out.98.fa,15A_II_BM_out.237.fa,99.361
9012,13A_III_BM_out.98.fa,17A_III_BM_out.80.fa,99.6549
9016,13A_III_BM_out.98.fa,2AD57I_FD_BM_out.80.fa,99.0245
9015,13A_III_BM_out.98.fa,6A_II_BM_out.231.fa,99.0376
9014,13A_III_BM_out.98.fa,7A_III_BM_out.16.fa,99.3213
9018,13A_III_BM_out.98.fa,9A_II_BM_out.171.fa,98.4326
9017,13A_III_BM_out.98.fa,AD118III_FD_BM_out.52.fa,98.6012
1273,15A_II_BM_out.107.fa,17A_III_BM_out.29.fa,97.4831
1274,15A_II_BM_out.107.fa,8A_II_BM_out.83.fa,97.1124
421,15A_II_BM_out.108.fa,17A_III_BM_out.92.fa,99.5453
424,15A_II_BM_out.108.fa,7A_III_BM_out.163.fa,99.4214
422,15A_II_BM_out.108.fa,8A_II_BM_out.69.fa,99.5212
420,15A_II_BM_out.108.fa,9A_II_BM_out.59.fa,99.7073
423,15A_II_BM_out.108.fa,AD121II_FD_BM_out.10.fa,99.4379
4,15A_II_BM_out.155.fa,17A_III_BM_out.49.fa,99.9682
7,15A_II_BM_out.155.fa,2AD57I_FD_BM_out.99.fa,99.8964
9,15A_II_BM_out.155.fa,2AD61I_FD_BM_out.113.fa,99.8464
2,15A_II_BM_out.155.fa,6A_II_BM_out.21.fa,99.969
10,15A_II_BM_out.155.fa,7A_III_BM_out.7.fa,96.4641
11,15A_II_BM_out.155.fa,8A_II_BM_out.154.fa,96.3317
3,15A_II_BM_out.155.fa,9A_II_BM_out.145.fa,99.9689
8,15A_II_BM_out.155.fa,AD118III_FD_BM_out.159.fa,99.8739
5,15A_II_BM_out.155.fa,AD132III_FD_BM_out.115.fa,99.9602
6,15A_II_BM_out.155.fa,AD138III_FD_BM_out.93.fa,99.9356
2520,15A_II_BM_out.172.fa,17A_III_BM_out.166.fa,99.6988
2519,15A_II_BM_out.172.fa,7A_III_BM_out.181.fa,99.7652
2518,15A_II_BM_out.172.fa,8A_II_BM_out.41.fa,99.7667
2517,15A_II_BM_out.172.fa,9A_II_BM_out.179.fa,99.7808
2383,15A_II_BM_out.190.fa,17A_III_BM_out.268.fa,99.9388
2387,15A_II_BM_out.190.fa,2AD43II_FD_BM_out.104.fa,99.8906
2392,15A_II_BM_out.190.fa,2AD48II_FD_BM_out.38.fa,99.6017
2391,15A_II_BM_out.190.fa,2AD52I_FD_BM_out.42.fa,99.7242
2395,15A_II_BM_out.190.fa,2AD57I_FD_BM_out.6.fa,98.9876
2380,15A_II_BM_out.190.fa,6A_II_BM_out.223.fa,99.9481
2381,15A_II_BM_out.190.fa,7A_III_BM_out.131.fa,99.9455
2379,15A_II_BM_out.190.fa,8A_II_BM_out.217.fa,99.9527
2384,15A_II_BM_out.190.fa,9A_II_BM_out.14.fa,99.9277
2393,15A_II_BM_out.190.fa,AD118III_FD_BM_out.132.fa,99.0838
2390,15A_II_BM_out.190.fa,AD121II_FD_BM_out.79.fa,99.7328
2382,15A_II_BM_out.190.fa,AD126III_FD_BM_out.86.fa,99.9441
2394,15A_II_BM_out.190.fa,AD128I_FD_BM_out.91.fa,99.0195
2388,15A_II_BM_out.190.fa,AD132III_FD_BM_out.25.fa,99.8153
2385,15A_II_BM_out.190.fa,AD143II_FD_BM_out.77.fa,99.9276
2389,15A_II_BM_out.190.fa,AD148III_FD_BM_out.110.fa,99.8094
2386,15A_II_BM_out.190.fa,AD152III_FD_BM_out.142.fa,99.8917
390,15A_II_BM_out.211.fa,17A_III_BM_out.275.fa,99.9761
392,15A_II_BM_out.211.fa,2AD57I_FD_BM_out.61.fa,99.9674
391,15A_II_BM_out.211.fa,2AD61I_FD_BM_out.37.fa,99.9694
395,15A_II_BM_out.211.fa,AD126III_FD_BM_out.49.fa,99.0668
393,15A_II_BM_out.211.fa,AD128I_FD_BM_out.2.fa,99.9476
394,15A_II_BM_out.211.fa,AD152III_FD_BM_out.121.fa,99.9147
490,15A_II_BM_out.215.fa,17A_III_BM_out.249.fa,99.733
449,15A_II_BM_out.229.fa,17A_III_BM_out.231.fa,96.6944
2695,15A_II_BM_out.235.fa,2AD57I_FD_BM_out.58.fa,97.3973
2522,15A_II_BM_out.67.fa,17A_III_BM_out.78.fa,99.6402
2523,15A_II_BM_out.67.fa,8A_II_BM_out.164.fa,98.4146
2524,15A_II_BM_out.67.fa,AD118III_FD_BM_out.35.fa,98.1302
15487,17A_III_BM_out.139.fa,2AD52I_FD_BM_out.54.fa,99.3601
15490,17A_III_BM_out.139.fa,6A_II_BM_out.63.fa,99.0497
15488,17A_III_BM_out.139.fa,7A_III_BM_out.30.fa,99.2887
15489,17A_III_BM_out.139.fa,8A_II_BM_out.23.fa,99.236
15491,17A_III_BM_out.139.fa,AD128I_FD_BM_out.50.fa,98.551
12782,17A_III_BM_out.141.fa,2AD48II_FD_BM_out.71.fa,99.1893
12783,17A_III_BM_out.141.fa,6A_II_BM_out.124.fa,99.0295
12781,17A_III_BM_out.141.fa,7A_III_BM_out.3.fa,99.5826
12784,17A_III_BM_out.141.fa,8A_II_BM_out.201.fa,98.6507
12780,17A_III_BM_out.141.fa,AD143II_FD_BM_out.78.fa,99.6183
12779,17A_III_BM_out.141.fa,AD152III_FD_BM_out.81.fa,99.8052
13955,17A_III_BM_out.153.fa,7A_III_BM_out.46.fa,98.9132
14203,17A_III_BM_out.162.fa,2AD57I_FD_BM_out.2.fa,99.7085
14206,17A_III_BM_out.162.fa,6A_II_BM_out.136.fa,98.8205
14204,17A_III_BM_out.162.fa,7A_III_BM_out.57.fa,99.626
14205,17A_III_BM_out.162.fa,8A_II_BM_out.123.fa,98.8316
14401,17A_III_BM_out.183.fa,6A_II_BM_out.43.fa,98.2395
14400,17A_III_BM_out.183.fa,7A_III_BM_out.208.fa,98.3367
14402,17A_III_BM_out.183.fa,8A_II_BM_out.71.fa,98.2107
14403,17A_III_BM_out.183.fa,9A_II_BM_out.191.fa,98.148
14779,17A_III_BM_out.196.fa,2AD43II_FD_BM_out.83.fa,99.9416
14780,17A_III_BM_out.196.fa,2AD48II_FD_BM_out.65.fa,99.9338
14788,17A_III_BM_out.196.fa,2AD52I_FD_BM_out.52.fa,99.3865
14784,17A_III_BM_out.196.fa,2AD57I_FD_BM_out.5.fa,99.9118
14778,17A_III_BM_out.196.fa,2AD61I_FD_BM_out.6.fa,99.9477
14783,17A_III_BM_out.196.fa,AD126III_FD_BM_out.65.fa,99.9176
14787,17A_III_BM_out.196.fa,AD128I_FD_BM_out.42.fa,99.4434
14781,17A_III_BM_out.196.fa,AD132III_FD_BM_out.114.fa,99.9299
14789,17A_III_BM_out.196.fa,AD138III_FD_BM_out.9.fa,99.1174
14786,17A_III_BM_out.196.fa,AD143II_FD_BM_out.69.fa,99.9034
14782,17A_III_BM_out.196.fa,AD148III_FD_BM_out.15.fa,99.9209
14785,17A_III_BM_out.196.fa,AD152III_FD_BM_out.88.fa,99.9079
12939,17A_III_BM_out.207.fa,7A_III_BM_out.75.fa,98.0868
12940,17A_III_BM_out.207.fa,8A_II_BM_out.65.fa,98.0331
15150,17A_III_BM_out.223.fa,6A_II_BM_out.133.fa,99.9795
12685,17A_III_BM_out.261.fa,2AD61I_FD_BM_out.116.fa,99.8502
12681,17A_III_BM_out.261.fa,6A_II_BM_out.205.fa,99.9753
12682,17A_III_BM_out.261.fa,8A_II_BM_out.37.fa,99.9497
12683,17A_III_BM_out.261.fa,AD128I_FD_BM_out.74.fa,99.8865
12684,17A_III_BM_out.261.fa,AD132III_FD_BM_out.110.fa,99.8771
13818,17A_III_BM_out.264.fa,2AD43II_FD_BM_out.30.fa,97.9463
13826,17A_III_BM_out.264.fa,2AD48II_FD_BM_out.13.fa,97.4049
13827,17A_III_BM_out.264.fa,2AD52I_FD_BM_out.3.fa,97.3188
13824,17A_III_BM_out.264.fa,2AD57I_FD_BM_out.100.fa,97.4561
13822,17A_III_BM_out.264.fa,2AD61I_FD_BM_out.63.fa,97.5997
13828,17A_III_BM_out.264.fa,6A_II_BM_out.150.fa,97.1648
13821,17A_III_BM_out.264.fa,AD126III_FD_BM_out.51.fa,97.6307
13825,17A_III_BM_out.264.fa,AD128I_FD_BM_out.89.fa,97.4359
13823,17A_III_BM_out.264.fa,AD138III_FD_BM_out.101.fa,97.5543
13819,17A_III_BM_out.264.fa,AD143II_FD_BM_out.60.fa,97.8001
13820,17A_III_BM_out.264.fa,AD152III_FD_BM_out.79.fa,97.6872
15320,17A_III_BM_out.27.fa,9A_II_BM_out.223.fa,98.5988
13790,17A_III_BM_out.62.fa,6A_II_BM_out.84.fa,99.6057
13791,17A_III_BM_out.62.fa,7A_III_BM_out.108.fa,98.9913
13789,17A_III_BM_out.62.fa,AD152III_FD_BM_out.54.fa,99.813
14860,17A_III_BM_out.68.fa,6A_II_BM_out.82.fa,98.9407
12800,17A_III_BM_out.86.fa,2AD61I_FD_BM_out.39.fa,98.3288
12584,17A_III_BM_out.90.fa,7A_III_BM_out.171.fa,98.5988
12583,17A_III_BM_out.90.fa,8A_II_BM_out.10.fa,98.9702
12582,17A_III_BM_out.90.fa,AD132III_FD_BM_out.112.fa,99.1625
12581,17A_III_BM_out.90.fa,AD152III_FD_BM_out.59.fa,99.233
12764,17A_III_BM_out.91.fa,2AD43II_FD_BM_out.11.fa,99.3843
12766,17A_III_BM_out.91.fa,AD118III_FD_BM_out.65.fa,99.0661
12767,17A_III_BM_out.91.fa,AD138III_FD_BM_out.63.fa,98.5011
12763,17A_III_BM_out.91.fa,AD148III_FD_BM_out.100.fa,99.8136
12765,17A_III_BM_out.91.fa,AD152III_FD_BM_out.68.fa,99.2687
36904,2AD43II_FD_BM_out.1.fa,AD118III_FD_BM_out.135.fa,97.5325
36905,2AD43II_FD_BM_out.1.fa,AD121II_FD_BM_out.98.fa,97.5229
36899,2AD43II_FD_BM_out.1.fa,AD126III_FD_BM_out.104.fa,98.4224
36901,2AD43II_FD_BM_out.1.fa,AD128I_FD_BM_out.60.fa,98.316
36900,2AD43II_FD_BM_out.1.fa,AD132III_FD_BM_out.34.fa,98.3175
36903,2AD43II_FD_BM_out.1.fa,AD138III_FD_BM_out.54.fa,98.1362
36902,2AD43II_FD_BM_out.1.fa,AD148III_FD_BM_out.40.fa,98.2023
38095,2AD43II_FD_BM_out.53.fa,2AD48II_FD_BM_out.40.fa,98.3038
38097,2AD43II_FD_BM_out.53.fa,2AD57I_FD_BM_out.90.fa,97.8077
38100,2AD43II_FD_BM_out.53.fa,2AD61I_FD_BM_out.84.fa,97.4555
38104,2AD43II_FD_BM_out.53.fa,AD121II_FD_BM_out.49.fa,96.8754
38098,2AD43II_FD_BM_out.53.fa,AD126III_FD_BM_out.82.fa,97.7612
38101,2AD43II_FD_BM_out.53.fa,AD128I_FD_BM_out.22.fa,97.4237
38099,2AD43II_FD_BM_out.53.fa,AD132III_FD_BM_out.70.fa,97.4795
38102,2AD43II_FD_BM_out.53.fa,AD138III_FD_BM_out.4.fa,97.1976
38096,2AD43II_FD_BM_out.53.fa,AD143II_FD_BM_out.79.fa,97.9971
38103,2AD43II_FD_BM_out.53.fa,AD148III_FD_BM_out.21.fa,97.0594
38094,2AD43II_FD_BM_out.53.fa,AD152III_FD_BM_out.144.fa,98.3094
37223,2AD43II_FD_BM_out.7.fa,2AD48II_FD_BM_out.39.fa,97.915
37227,2AD43II_FD_BM_out.7.fa,2AD52I_FD_BM_out.33.fa,97.8692
37221,2AD43II_FD_BM_out.7.fa,2AD57I_FD_BM_out.59.fa,97.9611
37232,2AD43II_FD_BM_out.7.fa,2AD61I_FD_BM_out.96.fa,97.6127
37230,2AD43II_FD_BM_out.7.fa,AD118III_FD_BM_out.91.fa,97.8466
37224,2AD43II_FD_BM_out.7.fa,AD121II_FD_BM_out.50.fa,97.9111
37226,2AD43II_FD_BM_out.7.fa,AD126III_FD_BM_out.8.fa,97.8778
37225,2AD43II_FD_BM_out.7.fa,AD128I_FD_BM_out.80.fa,97.9039
37222,2AD43II_FD_BM_out.7.fa,AD132III_FD_BM_out.42.fa,97.9361
37233,2AD43II_FD_BM_out.7.fa,AD138III_FD_BM_out.22.fa,97.4608
37228,2AD43II_FD_BM_out.7.fa,AD143II_FD_BM_out.41.fa,97.862
37231,2AD43II_FD_BM_out.7.fa,AD148III_FD_BM_out.65.fa,97.7409
37229,2AD43II_FD_BM_out.7.fa,AD152III_FD_BM_out.8.fa,97.852
15701,2AD48II_FD_BM_out.18.fa,2AD52I_FD_BM_out.2.fa,98.3641
15698,2AD48II_FD_BM_out.18.fa,2AD61I_FD_BM_out.27.fa,98.8829
15700,2AD48II_FD_BM_out.18.fa,7A_III_BM_out.135.fa,98.5645
15699,2AD48II_FD_BM_out.18.fa,8A_II_BM_out.51.fa,98.5878
15695,2AD48II_FD_BM_out.18.fa,AD143II_FD_BM_out.71.fa,99.7309
15696,2AD48II_FD_BM_out.18.fa,AD148III_FD_BM_out.111.fa,99.619
15697,2AD48II_FD_BM_out.18.fa,AD152III_FD_BM_out.31.fa,99.5299
26380,2AD57I_FD_BM_out.101.fa,2AD61I_FD_BM_out.99.fa,99.8307
26581,2AD57I_FD_BM_out.27.fa,2AD61I_FD_BM_out.77.fa,99.3607
26582,2AD57I_FD_BM_out.27.fa,AD121II_FD_BM_out.21.fa,99.3211
26584,2AD57I_FD_BM_out.27.fa,AD128I_FD_BM_out.43.fa,98.7205
26585,2AD57I_FD_BM_out.27.fa,AD138III_FD_BM_out.89.fa,98.3988
26583,2AD57I_FD_BM_out.27.fa,AD143II_FD_BM_out.30.fa,99.2796
26580,2AD57I_FD_BM_out.27.fa,AD152III_FD_BM_out.98.fa,99.4583
25347,2AD57I_FD_BM_out.49.fa,AD132III_FD_BM_out.1.fa,99.9964
25104,2AD57I_FD_BM_out.64.fa,2AD61I_FD_BM_out.9.fa,99.0877
18633,2AD61I_FD_BM_out.1.fa,9A_II_BM_out.109.fa,99.674
19048,2AD61I_FD_BM_out.89.fa,AD121II_FD_BM_out.74.fa,97.2031
19047,2AD61I_FD_BM_out.89.fa,AD128I_FD_BM_out.24.fa,97.321
34970,6A_II_BM_out.116.fa,7A_III_BM_out.72.fa,98.7397
46342,7A_III_BM_out.198.fa,8A_II_BM_out.95.fa,98.6619
47907,7A_III_BM_out.236.fa,2AD57I_FD_BM_out.58.fa,97.568
48099,7A_III_BM_out.39.fa,8A_II_BM_out.128.fa,96.7577
31224,8A_II_BM_out.118.fa,17A_III_BM_out.64.fa,97.2998
31225,8A_II_BM_out.118.fa,2AD57I_FD_BM_out.58.fa,97.1544
32873,8A_II_BM_out.59.fa,AD132III_FD_BM_out.40.fa,99.7697
32874,8A_II_BM_out.59.fa,AD138III_FD_BM_out.52.fa,98.8952
44360,9A_II_BM_out.122.fa,2AD57I_FD_BM_out.58.fa,96.6899
43760,9A_II_BM_out.155.fa,AD138III_FD_BM_out.82.fa,97.178
43759,9A_II_BM_out.155.fa,AD148III_FD_BM_out.41.fa,98.3733
10558,AD118III_FD_BM_out.148.fa,AD121II_FD_BM_out.67.fa,96.662
10559,AD118III_FD_BM_out.148.fa,AD132III_FD_BM_out.125.fa,96.3512
11995,AD118III_FD_BM_out.44.fa,AD132III_FD_BM_out.113.fa,97.4928
11993,AD118III_FD_BM_out.44.fa,AD138III_FD_BM_out.70.fa,98.8657
11996,AD118III_FD_BM_out.44.fa,AD148III_FD_BM_out.112.fa,97.4817
11994,AD118III_FD_BM_out.44.fa,AD152III_FD_BM_out.91.fa,98.5081
24927,AD126III_FD_BM_out.61.fa,AD152III_FD_BM_out.105.fa,98.0813
39358,AD132III_FD_BM_out.124.fa,AD138III_FD_BM_out.32.fa,99.3507
39589,AD132III_FD_BM_out.6.fa,AD138III_FD_BM_out.11.fa,99.7876
3858,AD138III_FD_BM_out.15.fa,15A_II_BM_out.136.fa,99.4153
3857,AD138III_FD_BM_out.15.fa,2AD57I_FD_BM_out.13.fa,99.4165
3851,AD138III_FD_BM_out.15.fa,2AD61I_FD_BM_out.86.fa,99.6798
3860,AD138III_FD_BM_out.15.fa,6A_II_BM_out.97.fa,99.122
3855,AD138III_FD_BM_out.15.fa,7A_III_BM_out.205.fa,99.5301
3850,AD138III_FD_BM_out.15.fa,8A_II_BM_out.63.fa,99.6828
